year,gss_code,usual_residence_of_mother,type,total_births_all,total_births_uk_mothers,total_births_overseas_mothers,overseas_mothers_total_EU,overseas_mothers_pre2004_EU_countries,overseas_mothers_post2004_EU_accession_countries,overseas_mothers_non_EU_europe,overseas_mothers_asia,overseas_mothers_africa,overseas_mothers_rest_of_world
2008,E09000023,Lewisham,London Borough,4872,2349,2523,475,231,244,134,351,1037,526
2008,E09000025,Newham,London Borough,5963,1466,4497,719,121,598,125,1988,1299,366
2008,E09000028,Southwark,London Borough,5008,2051,2957,415,251,164,114,447,1541,440
2008,E09000030,Tower Hamlets,London Borough,4230,1388,2842,265,151,114,67,1995,358,157
2008,E09000032,Wandsworth,London Borough,5246,2841,2405,634,388,246,111,499,624,537
2008,E09000033,Westminster,London Borough,2887,872,2015,443,340,103,166,667,361,378
2008,E09000002,Barking and Dagenham,London Borough,3619,1591,2028,359,73,286,107,475,990,97
2008,E09000003,Barnet,London Borough,5195,2368,2827,756,265,491,250,850,706,265
2008,E09000004,Bexley,London Borough,2975,2189,786,121,57,64,37,115,438,75
2008,E09000005,Brent,London Borough,4899,1321,3578,781,199,582,107,1222,890,578
2008,E09000006,Bromley,London Borough,3983,2981,1002,285,155,130,77,203,282,155
2008,E09000008,Croydon,London Borough,5331,2914,2417,420,171,249,82,602,864,449
2008,E09000009,Ealing,London Borough,5549,1877,3672,1014,237,777,146,1330,750,432
2008,E09000010,Enfield,London Borough,5000,2108,2892,508,131,377,650,417,1083,234
2008,E09000011,Greenwich,London Borough,4361,2124,2237,389,164,225,120,370,1136,222
2008,E09000015,Harrow,London Borough,3230,1114,2116,398,83,315,65,845,434,374
2008,E09000016,Havering,London Borough,2787,2244,543,134,51,83,34,123,211,41
